team,wins,Assist / Turnover Ratio,Assists per FGM,Assists per Possession,Average 1st Half Margin,Average 2nd Half Margin,Block %,Consistency Power Rating,Defensive Efficiency,Defensive Rebounding %,Effective Possession Ratio,Extra Scoring Chances per Game,Field Goals Attempted per Game,Field Goals Made per Game,Floor %,Free Throw %,Free Throws Attempted per Field Goal Attempted,Free Throws Attempted per Game,Free Throws Attempted per Offensive Play,Free Throws Made per 100 Possessions,Free Throws Made per Game,Last 10 Games Power Rating,Last 5 Games Power Rating,Luck Power Rating,Offensive Efficiency,Offensive Rebounding %,Opponent 1st Half Points per Game,Opponent Assist / Turnover Ratio,Opponent Assists per FGM,Opponent Assists per Possession,Opponent Block %,Opponent Effective Possession Ratio,Opponent FTA per FGA,Opponent Floor %,Opponent Free Throw %,Opponent Free Throws Attempted per Offensive Play,Opponent Free Throws Made per 100 Possessions,Opponent Percent of Points from 2 Pointers,Opponent Percent of Points from 3 Pointers,Opponent Percent of Points from Free Throws,Opponent Personal Fouls per Defensive Play,Opponent Personal Fouls per Possession,Opponent Points from 2 pointers,Opponent Points from 3 pointers,Opponent Points per Game,Opponent Shooting %,Opponent Steals per Defensive Play,Opponent Steals per Possession,Opponent Three Point %,Opponent Three Point Rate,Opponent True Shooting %,Opponent Turnovers per Offensive Play,Opponent Turnovers per Possession,Opponent Two Point %,Opponent Two Point Rate,Overtime Points per Game,Percent of Points from 2 Pointers,Percent of Points from 3 Pointers,Percent of Points from Free Throws,Personal Fouls per Defensive Play,Personal Fouls per Possession,Points from 2 pointers,Points from 3 pointers,Points per Game,Possessions per Game,Predictive Power Rating,Shooting %,Steals per Defensive Play,Steals per Possession,Strength of Schedule Power Rating,Three Point %,Three Point Rate,Three Pointers Attempted per Game,Three Pointers Made per Game,Total Rebounding % (Rebound Rate),True Shooting %,Turnovers per Offensive Play,Turnovers per Possession,Two Point %,Two Point Rate,Vs. Teams 1-25 Power Rating,Vs. Teams 26-50 Power Rating,Vs. Teams 51-100 Power Rating,Win % - All Games,Win % - Close Games
2024 Duke,,1.585,0.54,0.223,5.8,6.6,6.4,9.7,0.975,76.1,0.99,3.0,59.2,28.5,53.9,72.2,0.338,20.0,25.6,20.878,14.4,20.1,18.9,-1.7,1.155,29.6,31.0,1.107,0.508,0.183,7.4,0.946,0.276,45.9,69.0,20.7,15.862,54.1,29.6,16.3,20.6,23.3,36.5,20.0,67.4,43.2,6.8,7.7,32.6,35.5,103.5,14.9,16.5,49.1,64.5,0.0,50.6,31.4,18.1,20.5,22.8,40.4,25.0,79.8,69.2,18.1,48.2,8.4,9.3,9.1,37.7,37.4,22.1,8.3,53.7,116.2,12.4,14.1,54.4,62.6,17.2,16.2,21.5,0.75,0.222
2024 Kansas,,1.61,0.665,0.26,4.9,1.2,6.6,12.5,0.97,75.6,0.939,-0.7,57.4,27.8,50.7,72.9,0.328,18.8,24.0,19.252,13.7,11.0,7.4,1.0,1.053,24.1,32.6,1.058,0.511,0.175,4.9,0.95,0.285,44.6,69.9,21.6,16.806,46.4,36.3,17.3,20.6,22.7,32.1,25.1,69.1,40.6,8.7,9.6,33.8,41.1,101.3,14.8,16.5,45.3,58.9,0.2,59.0,22.7,18.3,18.5,20.6,44.3,17.0,75.0,71.2,15.8,48.5,9.1,10.1,11.5,33.3,29.7,17.0,5.7,51.4,113.1,14.7,16.1,54.8,70.3,16.7,9.6,15.8,0.677,0.667
2024 Auburn,,1.704,0.623,0.248,9.7,5.5,10.6,11.4,0.94,71.1,0.991,2.4,60.8,28.8,54.2,75.0,0.383,23.3,28.3,24.11,17.5,23.1,27.5,-2.0,1.15,31.8,31.1,0.737,0.429,0.132,5.2,0.958,0.411,45.4,73.7,28.9,24.235,48.2,26.0,25.8,23.2,26.3,32.8,17.7,68.1,38.5,7.9,9.0,30.2,33.8,98.3,15.8,18.0,42.7,66.2,0.0,49.9,29.2,21.0,23.3,26.5,41.5,24.3,83.2,72.4,20.7,47.4,8.9,10.2,9.9,35.3,37.7,22.9,8.1,52.4,115.8,12.8,14.6,54.8,62.3,15.6,15.5,27.4,0.788,0.0
2024 Alabama,,1.345,0.521,0.21,4.2,5.3,6.6,13.5,1.059,72.1,0.988,1.1,64.8,30.9,53.9,78.4,0.352,22.8,26.0,23.36,17.9,12.2,8.4,-2.1,1.186,33.6,38.4,1.067,0.451,0.163,6.7,0.974,0.396,50.5,74.3,28.8,24.135,50.0,27.2,22.8,22.9,26.2,40.6,22.0,81.1,44.0,8.5,9.7,31.9,36.7,108.7,13.6,15.3,51.1,63.3,1.0,43.7,36.6,19.7,23.0,26.0,39.7,33.2,90.8,76.5,18.3,47.7,8.4,9.5,12.0,36.5,46.7,30.3,11.1,53.0,120.0,13.7,15.6,57.5,53.3,10.1,16.6,23.1,0.656,0.8
2024 BYU,,1.741,0.632,0.258,6.3,5.6,5.1,10.9,0.972,78.7,0.992,3.6,63.6,29.4,50.7,73.8,0.253,16.1,19.6,16.468,11.8,13.9,16.0,-1.5,1.138,31.1,31.8,1.059,0.472,0.165,3.5,0.942,0.321,46.3,69.8,24.0,18.363,53.7,27.4,18.9,18.6,21.2,37.5,19.2,69.9,42.6,7.3,8.4,31.8,34.1,102.8,14.2,15.6,48.2,65.9,0.0,44.4,41.1,14.5,22.4,24.6,36.4,33.6,81.8,71.9,17.0,46.2,7.5,8.3,10.1,34.8,50.7,32.2,11.2,54.2,114.9,13.0,14.8,58.0,49.3,20.7,6.6,14.4,0.697,0.5
2024 San Diego St,,1.195,0.508,0.186,2.4,4.2,7.1,10.2,0.963,73.5,0.983,2.5,58.4,25.7,50.5,72.9,0.375,21.9,27.5,22.837,16.0,14.7,12.1,0.7,1.061,30.9,32.1,0.929,0.486,0.163,5.6,0.948,0.333,45.3,70.1,24.2,19.083,48.7,31.5,19.8,23.8,27.1,32.8,21.2,67.3,41.1,7.5,8.6,30.5,40.5,101.7,15.6,17.6,48.3,59.5,1.5,50.5,27.9,21.5,22.6,25.3,37.5,20.7,74.2,69.9,13.1,43.9,9.2,10.4,8.0,31.3,37.8,22.1,6.9,52.6,107.8,13.7,15.6,51.6,62.2,26.1,10.9,13.6,0.688,0.5
2024 Wisconsin,,1.289,0.474,0.186,3.6,2.1,3.0,10.7,1.022,78.0,0.983,3.9,57.4,26.6,51.8,75.5,0.335,19.2,25.2,21.395,14.5,17.1,23.3,0.2,1.102,28.6,32.6,1.034,0.472,0.173,6.9,0.925,0.326,48.0,71.8,24.0,18.791,51.5,30.1,18.4,23.8,26.9,35.7,20.8,69.3,45.6,6.4,7.2,37.2,34.4,110.3,15.3,16.7,50.0,65.6,0.7,52.1,28.5,19.4,22.0,24.1,38.9,21.3,74.7,67.8,15.2,46.3,8.4,9.2,11.4,34.8,35.5,20.4,7.1,52.7,112.3,12.8,14.4,52.6,64.5,16.9,16.5,15.0,0.647,0.429
2024 St Marys,,1.571,0.588,0.243,9.8,3.7,7.2,13.7,0.907,81.5,1.011,5.8,58.5,27.2,52.0,67.4,0.283,16.6,21.6,16.955,11.2,20.7,17.5,-1.5,1.113,37.2,26.6,0.953,0.477,0.154,4.7,0.923,0.322,43.6,71.1,23.8,18.38,54.8,25.0,20.3,20.6,24.0,32.7,14.9,59.7,40.4,6.9,8.0,32.4,29.0,98.0,14.9,16.2,43.6,71.0,0.6,53.5,31.2,15.2,22.9,24.9,39.2,22.9,73.2,65.8,15.8,46.6,9.0,9.8,5.6,35.5,36.7,21.5,7.6,58.4,110.4,13.3,15.5,53.0,63.3,16.0,6.5,11.9,0.781,0.7
2024 Gonzaga,,1.679,0.521,0.23,8.5,5.8,6.4,9.4,0.975,74.1,0.995,2.1,61.4,31.4,56.1,72.6,0.315,19.3,24.0,19.736,14.0,19.5,20.8,-0.9,1.176,31.8,33.5,1.053,0.482,0.17,4.4,0.965,0.258,45.1,72.7,19.7,16.151,50.2,33.2,16.6,21.0,23.8,34.8,23.0,69.4,41.0,6.7,7.6,34.0,36.9,100.9,14.3,16.2,45.1,63.1,0.0,58.7,24.5,16.8,19.7,22.1,49.1,20.5,83.6,71.1,16.7,51.1,8.7,9.8,7.4,35.5,31.4,19.3,6.8,54.7,118.5,12.1,13.7,58.3,68.6,15.6,-0.2,18.4,0.774,0.5
2024 Clemson,,1.443,0.534,0.211,4.0,2.2,6.7,10.8,1.026,77.5,0.969,-0.4,58.7,27.4,51.2,79.0,0.306,18.0,23.2,20.417,14.2,12.4,6.5,-0.3,1.114,26.1,32.5,1.179,0.441,0.157,4.0,0.975,0.312,47.3,74.4,23.9,19.742,46.5,34.3,19.2,20.5,22.8,33.1,24.5,71.3,41.8,7.9,8.8,34.0,40.6,105.0,12.0,13.3,47.1,59.4,0.6,49.3,32.3,18.3,20.5,22.7,38.2,25.0,77.4,69.5,12.9,46.8,5.8,6.5,8.4,35.4,40.2,23.6,8.3,52.8,115.2,13.1,14.6,54.5,59.8,20.5,18.9,9.8,0.656,0.4
2024 Texas Tech,,1.321,0.57,0.214,2.9,3.6,4.3,10.8,1.007,70.8,0.963,-0.6,57.0,25.8,50.5,77.8,0.346,19.7,25.4,22.277,15.3,16.0,19.5,1.6,1.098,28.4,32.2,1.034,0.468,0.173,6.0,0.971,0.266,46.8,71.0,20.1,16.246,51.7,32.1,16.1,22.2,25.0,35.9,22.3,69.3,42.8,7.6,8.5,32.1,39.0,103.9,14.7,16.7,49.6,61.0,0.4,45.8,33.9,20.3,18.9,21.5,34.6,25.6,75.6,68.8,13.8,45.3,7.8,8.8,9.8,36.5,41.1,23.4,8.5,50.9,113.9,14.4,16.2,51.5,58.9,16.2,7.1,6.3,0.697,0.8
2024 S Carolina,,1.523,0.604,0.229,3.7,1.2,5.6,11.3,0.997,74.8,0.99,1.4,58.0,25.5,49.8,71.4,0.318,18.4,24.1,19.576,13.2,10.0,11.4,6.4,1.072,30.2,30.9,1.171,0.473,0.17,7.9,0.969,0.308,47.4,73.0,23.3,18.945,54.4,26.6,19.0,21.4,24.4,36.4,17.8,67.0,42.7,7.5,8.6,33.6,31.2,103.3,13.0,14.5,46.8,68.8,0.8,48.5,33.2,18.3,21.4,23.8,35.0,23.9,72.0,67.2,9.7,43.9,6.4,7.2,7.2,33.5,41.0,23.8,8.0,52.3,107.9,13.2,15.0,51.1,59.0,6.0,16.4,13.9,0.788,0.727
2024 Florida,,1.284,0.506,0.199,6.6,0.6,8.1,9.9,1.031,73.4,1.017,2.4,65.2,29.9,53.8,71.1,0.386,25.2,28.3,23.578,17.9,15.5,19.3,1.2,1.128,36.9,33.9,1.058,0.405,0.149,6.0,0.986,0.342,49.4,70.3,25.7,20.403,54.1,26.1,19.8,21.8,25.5,42.4,20.5,78.3,43.4,8.4,9.8,32.3,32.7,104.3,12.5,14.1,48.7,67.3,1.8,51.5,27.6,20.9,21.5,24.2,44.1,23.6,85.7,76.0,13.9,45.9,7.7,8.7,9.3,34.6,34.9,22.8,7.9,54.4,111.0,13.2,15.5,52.0,65.1,20.6,16.5,11.6,0.706,0.539
2024 Wash State,,1.16,0.457,0.182,3.2,4.3,8.6,10.6,0.972,78.9,0.986,2.9,58.8,27.4,51.6,70.1,0.317,18.6,23.7,18.979,13.1,13.7,11.6,2.1,1.08,31.7,31.5,0.989,0.443,0.153,4.5,0.944,0.326,46.4,73.5,24.4,19.683,54.2,25.6,20.3,21.6,24.7,36.2,17.1,66.9,42.2,7.1,8.1,32.0,31.5,102.6,14.1,15.5,46.9,68.5,0.4,56.6,25.8,17.6,22.2,24.4,42.1,19.2,74.3,68.8,11.7,46.6,6.9,7.6,7.3,34.0,32.0,18.8,6.4,54.4,109.9,13.7,15.7,52.6,68.0,17.9,10.9,15.8,0.727,0.833
2024 Texas,,1.382,0.565,0.224,5.2,1.6,7.9,10.0,0.994,73.3,0.96,1.6,58.7,27.8,50.9,75.7,0.304,17.8,22.6,19.207,13.5,15.4,17.8,-0.7,1.089,28.5,32.7,0.916,0.474,0.166,5.9,0.938,0.35,47.4,71.9,25.3,20.319,52.1,27.5,20.4,20.6,23.1,36.4,19.2,69.9,43.3,8.0,9.0,34.9,32.4,105.5,16.2,18.1,47.4,67.6,0.2,53.3,29.0,17.6,22.2,24.9,40.8,22.2,76.5,70.3,14.1,47.4,9.1,10.2,10.1,36.2,34.8,20.4,7.4,50.7,113.9,14.4,16.2,53.3,65.2,10.9,20.1,9.6,0.625,0.429
2024 Dayton,,1.44,0.583,0.223,4.8,3.5,6.8,7.8,1.0,73.2,0.951,-1.8,53.1,25.4,51.4,73.4,0.372,19.8,27.0,21.894,14.5,10.0,8.5,1.5,1.127,24.8,29.6,1.229,0.507,0.188,5.6,0.978,0.218,45.7,73.3,17.2,14.304,51.4,34.3,14.3,22.7,25.1,34.1,22.7,66.3,41.5,7.8,8.7,31.7,40.4,101.4,13.5,15.3,48.2,59.6,0.7,42.4,38.2,19.4,17.9,20.2,31.7,28.5,74.7,66.3,11.7,47.7,7.2,8.1,5.4,40.2,44.6,23.7,9.5,50.8,119.5,14.0,15.5,53.8,55.4,15.1,18.6,9.1,0.774,0.546
2024 Nebraska,,1.383,0.572,0.214,5.5,1.9,4.2,11.3,0.98,71.6,0.96,-1.9,59.3,26.8,49.5,75.4,0.324,19.2,24.1,20.255,14.5,18.2,17.1,1.2,1.085,26.0,33.4,1.14,0.527,0.183,6.1,0.987,0.277,45.2,69.9,21.1,16.95,47.0,35.7,17.3,20.1,22.5,33.0,25.0,70.1,39.7,7.8,8.7,31.9,41.7,99.0,14.0,16.1,45.2,58.3,1.1,44.8,36.6,18.7,19.3,22.1,34.7,28.4,77.6,71.5,12.9,45.2,7.7,8.9,8.6,35.8,44.5,26.4,9.5,50.6,113.3,13.9,15.5,52.7,55.5,13.0,8.8,16.3,0.697,0.0
2024 Utah St,,1.439,0.564,0.221,2.2,4.7,7.0,0.0,0.997,76.9,0.957,1.0,57.7,28.2,53.3,71.2,0.4,23.1,29.0,22.928,16.5,0.0,0.0,0.0,1.101,26.7,35.0,1.112,0.49,0.178,3.9,0.943,0.304,47.4,72.0,22.7,18.028,55.5,26.4,18.1,23.8,26.5,39.7,18.9,71.5,44.3,8.0,8.9,29.0,36.7,105.8,14.5,16.0,53.1,63.3,1.5,55.6,23.5,20.8,21.5,23.8,43.9,18.6,79.0,71.8,0.0,48.8,8.0,8.9,0.0,32.1,33.4,19.3,6.2,52.2,114.9,13.8,15.4,57.1,66.6,0.0,0.0,0.0,0.807,1.0
2024 FAU,,1.345,0.51,0.208,3.5,5.1,4.9,0.0,1.016,72.8,0.981,0.8,61.1,29.4,53.7,71.8,0.349,21.3,26.0,21.221,15.3,0.0,0.0,0.0,1.145,31.9,33.9,0.877,0.379,0.141,4.1,0.97,0.275,47.4,72.7,20.7,17.019,52.6,30.6,16.7,22.1,25.1,38.5,22.5,73.3,43.6,7.1,8.1,33.7,36.2,105.5,14.2,16.1,49.1,63.8,2.2,50.7,30.7,18.5,19.6,22.2,41.9,25.4,82.5,72.1,0.0,48.1,8.7,9.9,0.0,35.6,38.8,23.7,8.5,52.9,115.9,13.6,15.5,56.0,61.2,0.0,0.0,0.0,0.758,0.455
2024 Miss State,,1.086,0.533,0.199,2.8,3.0,5.4,0.0,0.975,74.8,0.968,2.1,58.0,26.4,50.4,67.2,0.379,22.0,27.0,20.893,14.8,0.0,0.0,0.0,1.056,33.5,32.0,0.927,0.485,0.164,6.5,0.939,0.324,45.7,75.1,23.6,19.813,49.4,30.3,20.3,22.2,25.6,34.1,20.9,69.1,41.6,9.0,10.3,29.4,41.1,103.7,15.9,17.7,50.2,58.9,0.4,51.3,28.9,19.8,21.2,23.6,38.4,21.6,74.8,70.8,0.0,45.5,10.2,11.4,0.0,32.5,38.2,22.2,7.2,54.1,109.2,15.9,18.3,53.5,61.8,0.0,0.0,0.0,0.618,0.429
2024 Michigan St.,,1.666,0.6,0.238,4.9,2.4,7.0,0.0,0.965,74.3,0.984,3.5,58.9,27.2,50.9,70.6,0.299,17.6,22.8,18.175,12.4,0.0,0.0,0.0,1.07,28.5,30.1,1.002,0.549,0.183,5.3,0.934,0.326,44.8,71.4,23.6,18.84,46.4,34.1,19.5,22.1,25.0,30.6,22.5,65.9,41.2,6.8,7.6,32.8,41.3,103.3,16.4,18.3,47.2,58.7,0.2,56.8,26.2,17.0,21.7,24.2,41.5,19.2,73.1,68.4,0.0,46.1,9.4,10.6,0.0,35.9,30.2,17.8,6.4,50.6,108.6,12.7,14.3,50.4,69.8,0.0,0.0,0.0,0.576,0.25
2024 Texas A&M,,1.174,0.445,0.163,2.4,1.4,5.0,11.6,1.019,74.1,1.08,8.6,63.5,25.4,51.7,70.9,0.382,24.3,28.7,24.764,17.2,11.4,20.7,-0.1,1.077,41.2,33.4,1.288,0.599,0.212,8.4,0.956,0.312,46.7,70.7,23.2,18.372,44.6,37.4,18.0,23.1,28.2,31.6,26.5,70.8,42.5,6.3,7.6,33.9,44.9,106.5,14.7,16.5,49.4,55.1,0.2,49.4,27.6,23.0,21.4,24.0,36.9,20.6,74.8,69.5,12.1,39.9,9.1,10.2,9.7,28.4,38.1,24.2,6.9,55.7,99.7,11.4,13.8,47.0,61.9,14.6,13.0,10.6,0.588,0.4
2024 TCU,,1.325,0.598,0.232,3.7,4.3,6.6,0.0,0.97,74.4,0.972,4.8,61.3,28.5,51.7,73.0,0.351,21.5,25.6,21.376,15.7,0.0,0.0,0.0,1.079,33.8,33.5,0.955,0.564,0.194,6.1,0.906,0.357,46.3,69.9,24.9,19.271,52.6,27.6,19.9,21.1,24.2,37.5,19.6,71.2,44.6,8.0,9.2,32.8,35.2,107.4,18.3,20.3,50.9,64.8,1.2,55.3,24.9,19.8,21.6,23.9,43.8,19.7,79.2,73.4,0.0,46.5,11.1,12.3,0.0,35.6,30.2,18.5,6.6,53.2,110.8,15.3,17.5,51.2,69.8,0.0,0.0,0.0,0.636,0.5
2024 Northwestern,,1.793,0.597,0.234,3.0,1.9,6.3,10.6,1.029,74.4,0.976,3.2,57.3,26.3,50.6,74.8,0.299,17.1,23.1,19.113,12.8,14.1,14.4,1.5,1.099,23.9,31.8,1.135,0.592,0.208,6.5,0.928,0.394,48.7,72.0,27.7,22.19,48.3,30.2,21.6,22.6,25.0,33.3,20.8,69.0,45.0,6.4,7.1,35.9,36.9,110.9,16.5,18.4,50.4,63.1,1.8,48.8,33.8,17.4,23.8,26.5,35.9,24.9,73.7,67.0,11.7,45.9,9.3,10.3,8.8,39.4,36.8,21.1,8.3,48.3,112.7,11.8,13.1,49.7,63.2,13.6,14.1,13.5,0.656,0.727
2024 Nevada,,1.472,0.582,0.217,5.7,2.8,6.6,10.4,0.98,75.2,0.965,1.4,54.2,25.6,53.2,72.3,0.462,25.0,32.8,26.335,18.1,13.3,12.3,2.3,1.105,25.9,30.2,1.105,0.551,0.187,4.4,0.945,0.343,46.1,69.7,25.1,19.467,48.1,32.0,19.9,28.0,31.1,32.4,21.6,67.3,41.7,6.5,7.2,31.3,41.1,103.4,15.2,17.0,49.1,58.9,0.3,49.9,26.3,23.8,23.4,26.1,37.9,20.0,75.9,68.7,11.4,47.2,7.9,8.8,5.3,36.5,33.6,18.2,6.7,51.1,114.9,13.2,14.7,52.6,66.4,27.0,6.5,13.6,0.781,0.6
2024 Boise St,,1.081,0.469,0.175,3.9,2.6,4.4,10.4,0.991,78.5,0.977,3.3,57.1,25.5,50.6,74.0,0.361,20.6,26.5,22.296,15.3,13.0,13.8,0.5,1.085,30.5,31.9,1.021,0.475,0.168,6.8,0.929,0.331,47.1,72.2,24.3,19.18,53.2,27.4,19.4,22.2,25.3,36.1,18.6,67.9,44.2,7.4,8.4,30.6,36.9,106.7,15.1,16.5,52.1,63.1,0.5,47.4,32.0,20.6,22.5,24.6,35.2,23.8,74.3,68.5,11.3,44.7,7.7,8.4,6.6,34.8,39.8,22.8,7.9,54.4,111.0,14.2,16.2,51.2,60.2,18.8,11.5,3.8,0.667,0.778
2024 Colorado,,1.253,0.561,0.222,5.0,3.2,3.6,10.0,0.996,77.7,0.938,-1.1,57.4,28.3,52.5,77.8,0.353,20.3,25.4,22.067,15.8,16.6,17.5,-0.6,1.11,29.4,32.7,1.066,0.433,0.159,6.5,0.954,0.281,47.0,70.7,21.4,16.715,54.7,28.5,16.8,22.4,25.0,38.9,20.3,71.2,43.6,9.2,10.3,31.8,35.4,104.5,13.5,14.9,50.1,64.6,0.9,54.1,26.0,19.9,18.8,20.8,42.9,20.6,79.3,71.4,14.4,49.3,7.5,8.3,8.2,39.4,30.4,17.5,6.9,55.6,118.2,15.9,17.7,53.6,69.6,-5.4,17.3,15.0,0.706,0.444
2024 Drake,,1.643,0.559,0.222,6.4,3.2,2.8,12.0,0.989,79.0,0.959,2.7,59.6,28.4,52.0,76.3,0.326,19.4,24.8,20.747,14.8,10.5,11.8,1.9,1.124,22.3,32.8,0.862,0.416,0.148,4.3,0.921,0.31,46.3,70.2,22.7,17.396,51.0,31.4,17.6,22.1,24.2,36.0,22.2,70.6,44.5,7.0,7.7,33.0,39.3,107.8,15.7,17.2,51.9,60.7,1.7,49.4,32.2,18.5,20.8,22.7,39.6,25.8,80.3,71.4,9.7,47.7,8.2,9.0,2.0,36.5,39.6,23.6,8.6,51.5,116.7,12.4,13.5,55.1,60.4,0.0,17.4,14.4,0.818,0.714
2024 Virginia,,1.863,0.634,0.241,4.4,-0.5,9.6,12.1,0.941,73.7,0.989,3.4,55.5,24.1,47.1,63.7,0.251,13.9,19.7,14.022,8.9,5.4,8.0,2.8,1.004,23.9,25.9,0.932,0.521,0.176,5.8,0.936,0.257,43.4,75.0,19.2,16.223,50.2,32.5,17.2,18.4,20.5,29.9,19.4,59.6,40.2,7.2,8.1,30.4,39.9,99.7,16.8,18.9,46.6,60.1,0.8,55.0,31.0,14.0,18.9,21.3,35.0,19.7,63.6,63.3,9.8,43.4,10.0,11.2,6.8,36.3,32.7,18.1,6.6,48.8,102.4,11.6,12.9,46.8,67.3,-2.5,10.0,8.5,0.697,1.0
2024 New Mexico,,1.462,0.493,0.198,8.0,2.6,8.6,11.0,0.956,75.1,1.006,6.3,64.9,29.9,52.8,71.8,0.331,21.5,25.3,20.748,15.4,12.3,19.4,-0.6,1.098,31.1,31.7,0.956,0.542,0.182,6.7,0.922,0.335,45.3,74.0,23.9,19.64,51.6,27.8,20.5,21.3,24.3,36.6,19.8,71.0,42.4,6.9,7.9,30.6,36.6,104.2,17.1,19.0,49.2,63.4,0.0,57.4,23.7,18.9,21.3,23.7,46.8,19.3,81.6,74.3,13.4,46.0,10.5,11.7,6.0,33.4,29.8,19.3,6.4,52.9,108.7,11.9,13.5,51.4,70.2,5.1,16.5,11.2,0.735,0.571
2024 Oregon,,1.349,0.507,0.195,0.6,2.8,6.3,8.3,1.019,75.5,0.973,3.1,59.4,27.1,50.4,71.5,0.323,19.2,24.3,19.445,13.7,12.0,15.6,2.2,1.069,26.4,34.6,1.043,0.501,0.183,5.9,0.929,0.328,48.0,72.2,23.9,19.028,52.0,29.3,18.7,22.3,24.9,37.4,21.1,71.9,45.3,6.8,7.6,34.4,36.0,109.6,15.9,17.5,51.5,64.0,0.4,52.6,29.2,18.2,21.2,23.5,39.6,22.0,75.3,70.5,11.1,45.7,9.3,10.3,8.1,33.6,36.7,21.8,7.3,50.4,109.9,13.0,14.5,52.7,63.3,12.2,11.3,11.2,0.677,0.727
2024 Colorado St,,1.792,0.657,0.261,3.5,2.4,5.4,8.7,1.013,73.6,0.949,-0.6,56.2,27.1,51.7,75.4,0.326,18.3,24.5,20.227,13.8,8.8,7.2,1.8,1.103,22.2,31.0,1.058,0.487,0.176,5.3,0.957,0.318,47.8,74.2,23.4,19.539,52.3,28.4,19.3,22.9,25.1,36.1,19.6,69.0,43.6,7.0,7.7,34.0,34.0,106.2,14.8,16.6,48.5,66.0,0.8,53.1,28.6,18.3,22.3,25.0,39.9,21.5,75.1,68.1,10.5,48.2,8.0,9.0,6.4,33.2,38.3,21.5,7.2,49.5,115.9,13.3,14.6,57.6,61.7,20.0,10.5,13.8,0.688,0.375
2024 NC State,,1.343,0.469,0.181,1.1,2.3,6.0,8.1,1.023,73.5,0.993,3.5,60.9,27.4,50.8,73.4,0.325,19.8,24.7,20.438,14.5,13.7,19.9,1.1,1.074,27.2,34.5,1.038,0.501,0.182,5.1,0.943,0.319,48.0,73.2,23.5,19.227,51.5,29.7,18.8,20.2,22.8,37.4,21.6,72.7,44.3,6.5,7.3,34.8,35.4,108.0,15.7,17.6,49.6,64.6,1.0,53.3,27.7,19.0,20.6,23.0,40.7,21.2,76.4,71.1,9.7,45.0,9.3,10.4,7.6,34.7,33.4,20.4,7.1,49.2,108.6,11.9,13.4,50.1,66.6,11.7,11.6,8.8,0.611,0.5
2024 Duquesne,,1.135,0.534,0.192,2.2,1.2,8.1,9.3,0.976,72.4,0.954,1.0,56.6,24.8,47.9,71.4,0.33,18.7,24.2,19.414,13.3,9.5,12.1,2.1,1.026,27.4,30.9,0.946,0.523,0.178,6.6,0.939,0.355,46.4,70.3,25.3,20.075,50.2,29.3,20.6,22.2,25.0,33.6,19.6,67.1,42.3,8.1,9.1,32.0,37.0,103.9,16.7,18.8,48.3,63.0,0.0,48.7,32.4,18.9,22.4,25.3,34.3,22.8,70.5,68.7,6.1,43.8,9.5,10.7,3.1,34.0,39.6,22.4,7.6,50.0,107.7,15.1,16.9,50.2,60.4,0.0,5.8,7.3,0.667,0.6
2024 Grd Canyon,,0.949,0.452,0.164,5.3,6.3,8.9,8.1,0.93,73.9,0.966,2.9,56.7,26.0,52.3,75.3,0.453,25.7,31.5,27.018,19.4,9.8,16.6,2.5,1.093,32.9,31.4,0.804,0.48,0.155,4.5,0.926,0.348,44.4,70.8,24.8,19.654,50.6,28.3,21.1,24.9,28.3,33.8,18.8,66.7,40.4,7.3,8.3,32.6,33.6,99.9,17.3,19.3,44.4,66.4,0.5,48.4,26.9,24.7,22.7,25.4,37.9,21.1,78.4,71.7,9.0,45.8,10.0,11.2,0.0,34.4,36.1,20.5,7.0,53.3,113.7,15.2,17.3,52.3,63.9,0.0,15.8,7.7,0.875,0.833
2024 James Mad,,1.521,0.543,0.218,8.1,5.2,4.9,9.4,0.942,74.8,0.985,4.7,62.4,29.6,52.7,70.5,0.342,21.3,25.6,20.372,15.0,10.7,10.1,2.3,1.125,29.4,31.5,0.718,0.421,0.139,5.6,0.922,0.351,45.2,73.1,24.9,20.29,53.2,25.3,21.5,21.0,23.7,37.0,17.5,69.5,41.7,6.8,7.7,28.6,35.0,102.0,17.3,19.3,48.7,65.0,1.1,50.5,31.3,18.1,21.3,23.7,41.9,26.0,83.0,73.8,9.5,47.5,10.7,11.9,-1.1,36.4,38.1,23.8,8.7,52.6,114.4,12.7,14.3,54.3,61.9,22.3,0.0,1.7,0.909,0.833
2024 McNeese St,,1.509,0.518,0.209,6.7,7.8,6.6,10.2,0.941,71.4,1.0,6.2,56.8,27.4,55.0,69.5,0.406,23.1,29.8,23.573,16.0,9.9,8.5,2.5,1.153,30.8,29.9,0.804,0.579,0.181,5.9,0.909,0.339,42.9,71.4,23.5,19.011,40.1,39.7,20.2,24.0,27.3,25.7,25.4,64.0,39.9,5.9,6.7,33.0,48.1,103.2,19.9,22.6,46.3,51.9,0.0,50.8,28.7,20.4,23.3,26.5,39.9,22.6,78.4,68.0,6.1,48.3,12.2,13.8,-4.1,39.4,33.6,19.1,7.5,51.4,115.7,12.2,13.8,52.8,66.4,0.0,0.0,21.1,0.897,0.6
